Date,Close,High,Low,Open,Volume
2020-08-24,606.2355346679688,616.5533561016617,603.5512104967968,616.4694917709978,259310
2020-08-25,619.6570434570312,620.705603483458,599.3569111055642,608.5842393381201,144087
2020-08-26,614.6239624023438,621.5863908180868,609.8425183869759,619.9925590798907,92847
2020-08-27,616.7630004882812,625.7806166123873,614.8755924623056,614.8755924623056,70380
2020-08-28,631.0234375,635.8887458876068,618.3148692261939,618.3148692261939,113579
2020-08-31,621.754150390625,649.7297108257088,614.162586199324,631.0653427491372,126045
2020-09-01,610.8491821289062,631.2331802341647,606.6549417286792,618.231034993461,110676
2020-09-02,616.5533447265625,624.9418256071959,610.681408110119,610.681408110119,312249
2020-09-03,637.1890258789062,639.0764341915798,610.7653095014763,610.7653095014763,69477
2020-09-04,627.9197387695312,635.9307279325845,623.4319218873883,623.4319218873883,84892
2020-09-07,626.57763671875,630.3105212310785,615.9242549596835,627.542281373001,80275
2020-09-08,630.9395751953125,645.1999919076247,625.2773509124827,627.6261151899604,92545
2020-09-09,631.9461669921875,637.3986793948784,624.9418061545736,624.9418061545736,138240
2020-09-10,629.219970703125,635.8468915032323,620.7476249503851,634.1691952195825,50464
2020-09-11,641.6768798828125,646.0808325145213,624.9418496424742,624.9418496424742,125685
2020-09-14,663.2352294921875,667.9327580803165,644.2353007292722,644.2353007292722,210004
2020-09-15,663.6546020507812,673.4271503305596,650.1910509678956,663.5287543736782,135152
2020-09-16,664.40966796875,666.0034999358426,657.9085947964545,663.6547353521493,49171
2020-09-17,660.1314697265625,680.5573988478674,655.140313690993,658.4957058225731,182194
2020-09-18,675.272705078125,678.1248090326786,662.3124919892653,666.7164444136879,116829
2020-09-21,660.2991943359375,696.2018769005756,658.0342945967461,675.2726099908302,285065
2020-09-22,671.4979248046875,680.0541859289897,647.4229733507328,662.6900194824524,251791
2020-09-23,665.0387573242188,680.809091219344,657.1955481410376,677.1181903328219,123783
2020-09-24,630.2684326171875,659.5861808429711,626.913040573017,659.5442486822628,163415
2020-09-25,648.0520629882812,651.8268792843483,628.3810656055986,631.6525935418791,218441
2020-09-28,653.7982177734375,657.9504748338223,647.5907214662219,657.6568984838316,94515
2020-09-29,644.4031372070312,662.606151684299,641.1735412195658,653.4626866798203,89849
2020-09-30,664.1159057617188,666.7163138232962,642.5575040668903,654.3013748984,144940
2020-10-01,690.078369140625,692.0496415793745,668.7296760181199,669.3168798932438,193125
2020-10-05,705.6810302734375,713.1467995429464,689.5332028347882,689.5332028347882,202669
2020-10-06,710.5043334960938,717.2151182280521,697.9635442884016,717.2151182280521,149610
2020-10-07,710.168701171875,711.6366851819037,702.9546288022791,710.1267690114323,72901
2020-10-08,721.7028198242188,744.4775623522007,719.7315476035924,719.8993274349516,283134
2020-10-09,716.8795166015625,723.3805889305816,709.246019894919,718.8927723831408,97732
2020-10-12,718.8508911132812,725.3519639025561,712.0981741332987,718.9766876090225,138763
2020-10-13,727.6167602539062,737.8926480360531,714.6984808480917,719.4799245865668,200027
2020-10-14,712.0980834960938,732.9853678538492,709.4137596720205,728.1200597222768,101776
2020-10-15,681.3123779296875,718.976623631325,676.9503579484162,713.8596711451081,433224
2020-10-16,690.2041625976562,694.692030367117,670.2815214881635,683.241734049762,194045
2020-10-19,692.0076293945312,701.9060250047703,685.6743375862286,696.1599370036886,117516
2020-10-20,713.1466674804688,715.3695840226576,686.1776830519774,686.1776830519774,172939
2020-10-21,709.0782470703125,719.2283392040807,700.0186983619141,713.4402671741257,150301
2020-10-22,703.0385131835938,716.2923530116968,695.2372367475417,706.4778208247577,91572
2020-10-23,711.427001953125,718.8927699857577,699.095976729549,703.7935052719379,215562
2020-10-26,687.39404296875,716.9215044894016,682.7803787061239,699.5992718236712,259693
2020-10-27,695.2791748046875,699.2217708173936,684.6677778589642,691.5463420003972,108357
2020-10-28,674.3919067382812,701.2769767680741,672.0431424147877,694.6500566275386,429740
2020-10-29,688.4959716796875,690.9321212613688,668.6646789794834,676.528818588332,243209
2020-10-30,695.548095703125,699.8220792675136,686.6154596190227,688.9661505794364,97023
2020-11-02,695.8900146484375,704.9936209225613,692.1716696478254,696.659352593983,194169
2020-11-03,691.4451904296875,705.2073987977682,687.1712061945495,705.2073987977682,58219
2020-11-04,706.3612670898438,714.6100765216246,692.4280906256871,692.4280906256871,230821
2020-11-05,718.7986450195312,726.1071471744715,712.6868270727238,713.7553230653366,89644
2020-11-06,727.3893432617188,729.6545234652549,704.8654164060993,713.755323944652,145819
2020-11-09,745.5537109375,749.6567247662284,730.9794372702466,731.7059936144715,96791
2020-11-10,701.9591064453125,747.9471614825062,700.2067835300842,747.9471614825062,377048
2020-11-11,715.9777221679688,718.0292551947288,695.4626005909764,702.8993425971665,106276
2020-11-12,720.935546875,724.5256512232273,714.2253615766906,714.2253615766906,139193
2020-11-13,717.1316528320312,722.7305603994134,712.5584594963477,715.3793301514585,366807
2020-11-14,718.2003173828125,722.5597604097692,716.1915134996784,722.3033317915939,16229
2020-11-17,722.5596313476562,731.8769361341724,710.4215079197429,722.5596313476562,112956
2020-11-18,714.65283203125,721.192048217414,709.9087203729814,720.5936800414489,130506
2020-11-19,702.5147094726562,725.6797334053913,700.8906269018812,713.6698491373596,142221
2020-11-20,716.1914672851562,722.2605557778585,704.4380114611776,704.4380114611776,101481
2020-11-23,740.0403442382812,742.818433893233,715.4649357521703,715.4649357521703,258127
2020-11-24,750.1268920898438,760.7691222684672,738.800834932476,743.6731869365915,246968
2020-11-25,737.0485229492188,750.1269032379386,731.1504043030044,745.3827915473688,106083
2020-11-26,732.7744750976562,741.9208102723961,724.012808874558,739.3991495590232,107199
2020-11-27,748.9302368164062,755.8967994293461,731.3641208470218,735.9800444337875,148035
2020-12-01,775.0869750976562,781.4552215007315,745.8956443862068,765.0431129996166,133575
2020-12-02,776.4973754882812,779.6173522696306,758.7175616496753,765.0430783621777,141896
2020-12-03,781.83984375,786.4557147517248,771.8814410555822,779.5746115644419,311604
2020-12-04,788.6354370117188,794.3625854993612,776.1126963036542,777.8650191540313,241884
2020-12-07,807.6119384765625,812.0996213002112,782.1390064073349,785.558193320591,96291
2020-12-08,796.4995727539062,809.5352227255994,788.5927030989449,806.5434342075059,129439
2020-12-09,794.277099609375,803.3379237093781,791.9264086975897,803.3379237093781,57554
2020-12-10,793.0377197265625,797.2689742598772,783.4639852705412,793.2514189234707,49769
2020-12-11,785.5581665039062,795.8157268935112,783.4639041564985,792.6102392717596,93925
2020-12-14,776.6255493164062,789.8321690714494,774.4030987140536,789.8321690714494,66667
2020-12-15,792.3965454101562,793.2513421150215,768.4622376739271,769.3170343787925,83561
2020-12-16,788.165283203125,801.7993009404266,783.5494123477828,801.7993009404266,73131
2020-12-17,794.661865234375,796.7988572323455,780.1730490536038,789.7467836390429,105631
2020-12-18,797.8245239257812,809.4925204057597,794.106178940814,797.5253659330241,217415
2020-12-21,774.6168823242188,807.2701310132039,760.854622332229,797.8245844920491,203769
2020-12-22,807.1845092773438,810.4327262863223,771.9668749816159,774.4885356683433,149220
2020-12-23,810.3045043945312,820.6047937144382,804.577356337203,810.3472337930077,134707
2020-12-24,809.065185546875,817.1857552908742,798.6366539674182,811.2021775847695,53574
2020-12-28,809.7062377929688,817.3139498907002,807.0136071070183,808.6377418338859,50522
2020-12-29,825.5198974609375,827.4431899996764,807.4837083000456,809.7061588090842,148035
2020-12-30,840.1796875,841.8464993074398,827.5714363220508,827.5714363220508,216552
2020-12-31,831.760009765625,843.6844354735667,828.2553637801366,843.6844354735667,51689
2021-01-01,835.6065673828125,838.6838670411105,830.6914859829355,831.7599819394305,28842
2021-01-04,856.1644287109375,858.4296610330615,833.5978251613834,841.8893643108963,94734
2021-01-05,858.3013916015625,861.6351197792935,848.1720710327421,856.5063393044168,100603
2021-01-06,851.8048706054688,876.9785904722991,840.6070552427851,860.7802355240411,211591
2021-01-07,850.351806640625,862.746359663936,845.2657554827356,857.3611505090282,60469
2021-01-08,898.3485717773438,906.0417422627514,853.0871271596499,853.0871271596499,307865
2021-01-11,921.1716918945312,924.3343979713732,889.4159733698349,913.6067619088841,253438
2021-01-12,909.6319580078125,922.3256685361209,900.1009536316361,922.3256685361209,164622
2021-01-13,913.3931274414062,921.8983135379632,897.7930864380982,918.0517280850927,168752
2021-01-14,900.0581665039062,914.6324923490853,880.9534806402547,914.6324923490853,325929
2021-01-15,860.8657836914062,908.5207023730129,857.3611378950937,899.6735769038745,183019
2021-01-18,853.087158203125,866.6784474243203,848.0011070959405,859.0707354650708,116182
2021-01-19,848.5139770507812,862.4044236210256,844.0690237137729,853.1298479920719,108371
2021-01-20,871.208740234375,874.0295586934285,850.522651246906,850.522651246906,154837
2021-01-21,858.002197265625,882.1502043119552,850.5227260565847,880.440610892746,147972
2021-01-22,837.9144287109375,862.233404202163,833.6404453969312,862.233404202163,121336
2021-01-25,830.8624267578125,852.3605855208642,822.9555569558478,844.3254753395363,124043
2021-01-27,852.360595703125,861.635119523378,832.7002705552702,837.7008106477286,507872
2021-01-28,839.8804321289062,846.248677561245,824.9214908588842,846.248677561245,355254
2021-01-29,822.0153198242188,850.9074396914448,816.2454417314123,849.6679739629037,125411
2021-02-01,804.8338623046875,825.4344950983914,787.6097392503638,825.4344950983914,222401
2021-02-02,819.2372436523438,831.4180976012814,801.7993687090135,812.9544561014045,147097
2021-02-03,839.2394409179688,854.711293437165,820.8613107447371,822.357205061163,227054
2021-02-04,828.5117797851562,844.5392194250547,824.280525285692,843.6844226442602,339432
2021-02-05,820.177490234375,838.0427633659674,812.227890810459,828.5117586343596,137752
2021-02-08,839.581298828125,848.8130924199147,821.1604410434712,827.4431756923236,206615
2021-02-09,833.7259521484375,854.2838548093765,827.1012776306894,839.5813409290054,141770
2021-02-10,833.4695434570312,837.3161287526694,818.5961116174882,833.4268140549435,148941
2021-02-11,842.4021606445312,845.0520095857175,831.6317429300086,833.469524559331,203520
2021-02-12,847.0181274414062,862.4899278751599,843.8980984090699,845.0520531620416,243809
2021-02-15,836.9315185546875,850.5228084226648,835.7348343489426,849.6680116302801,86773
2021-02-16,843.9835815429688,854.0702253051592,832.5720653763285,848.5567756286597,138908
2021-02-17,838.3418579101562,851.3775074978491,830.7341464620492,835.9911670009001,96947
2021-02-18,863.2164916992188,868.0033848836672,832.6575073705402,832.6575073705402,442548
2021-02-19,849.8816528320312,871.0378719998389,831.7599516355807,871.0378719998389,313226
2021-02-22,812.3560180664062,864.0284887036498,805.4749151075227,857.2756261180514,309826
2021-02-23,808.5093994140625,823.3401527580509,795.9439302591618,816.1598399501239,185522
2021-02-24,820.4338989257812,863.3447056198321,800.9445437284977,810.3473078491097,415440
2021-02-25,818.7242431640625,829.0673142134681,814.4502597980227,829.0673142134681,290939
2021-02-26,785.2162475585938,812.0568854847285,782.1817296315759,812.0568854847285,180781
2021-03-01,799.7906494140625,818.0405402848982,792.2256664056396,802.1413406217777,163721
2021-03-02,827.272216796875,829.4519378972079,806.8853368398662,809.4924562803683,95984
2021-03-03,834.1107177734375,837.700874814316,821.502464810671,827.2723432851574,179363
