Date,Close,High,Low,Open,Volume
2021-03-04,827.656982421875,850.3518265014683,817.6131202546072,823.1692993258617,305058
2021-03-05,820.177490234375,838.5128911488717,818.0404983369431,828.1270896582911,88586
2021-03-08,827.9133911132812,837.8290648286794,822.570911365541,833.4268406474799,56325
2021-03-09,844.7955932617188,853.9419286578496,822.1434800390631,830.0076203471192,128786
2021-03-10,862.2333984375,869.1572304908401,848.8130804867152,854.7966570863194,303643
2021-03-12,858.1304321289062,875.6964417912644,851.5484870726999,862.1907164734469,227286
2021-03-15,877.1923828125,879.7567730616248,856.1216742357832,860.7803269562239,360436
2021-03-16,878.7310791015625,892.9634661836992,873.1321706955143,884.7146564884408,135250
2021-03-17,872.0636596679688,891.3393160538792,867.8751347004522,877.4916503644566,141887
2021-03-18,851.5057373046875,884.6717860238172,836.2048557979751,867.6186339227648,196494
2021-03-19,845.607666015625,855.1813998359274,834.0251807468329,836.2049019760275,145410
2021-03-22,865.6954345703125,869.2000804815402,836.8460433910994,847.9584014749445,331686
2021-03-23,866.6356811523438,873.0039274995437,855.3524055686912,862.1052687228282,228700
2021-03-24,850.351806640625,865.994576918273,844.5391991056031,863.1310286405695,210825
2021-03-25,829.6229248046875,851.5912103776935,824.0667462677188,842.2739055004861,223247
2021-03-26,847.3172607421875,852.7024697201925,834.2816105769231,834.2816105769231,226417
2021-03-30,869.0718994140625,871.7644779760005,849.668002012053,854.7967827083029,278124
2021-03-31,847.3172607421875,875.6964705113955,846.1633060228479,875.6964705113955,100100
2021-04-01,847.7446899414062,861.2504683660377,843.3424657416683,858.2159502910732,259168
2021-04-05,852.4459838867188,860.7802514654558,836.4612756345088,847.7446021756363,146116
2021-04-06,847.5308837890625,861.6350286024962,845.3938921506634,861.2076302748164,183815
2021-04-07,857.40380859375,859.4980709166397,839.239378949813,847.9583156134327,182197
2021-04-08,878.9874877929688,897.1519176564964,857.3610895585074,857.3610895585074,666622
2021-04-09,899.8017578125,903.5628841226383,869.3282349037939,879.5857951976441,120849
2021-04-12,887.3644409179688,904.8877734164122,869.8411084195254,900.9557294321631,324246
2021-04-13,855.9080810546875,897.5366983558179,840.5217376543021,884.7147455221633,205785
2021-04-15,849.58251953125,861.2077345831119,829.7084948870244,859.0707426858834,167116
2021-04-16,863.8574829101562,865.9517451597056,849.6678792366317,849.6678792366317,102835
2021-04-19,855.4805908203125,862.8746036966228,840.0942490711248,856.1644177968568,305904
2021-04-20,841.2054443359375,861.5496483257399,832.572018199033,851.8049446974707,207690
2021-04-22,827.656982421875,842.2739864941134,821.3314653793848,825.9046594570103,490766
2021-04-23,812.39892578125,829.4948623324324,808.5950694640803,824.0241417669909,280918
2021-04-26,823.2974853515625,828.9818522609276,800.8162897787428,812.3988271237143,165614
2021-04-27,828.5117797851562,842.5304678592495,807.3555594604901,822.3145031243954,453597
2021-04-28,835.7348022460938,837.7008243585269,827.4859926473795,833.4268405607794,206286
2021-04-29,834.9654541015625,841.1200011297253,829.4092752323113,841.1200011297253,73833
2021-04-30,822.1007080078125,835.1363573939515,817.5702960327334,835.1363573939515,104705
2021-05-03,818.4251098632812,825.3489422558775,816.4590878901804,820.6048310111246,122378
2021-05-04,821.3314208984375,829.0245915035346,817.185677608085,820.6048645436837,218733
2021-05-05,822.0580444335938,829.1528470199555,815.5188284308184,829.1528470199555,189394
2021-05-06,835.7774658203125,841.6755838657059,818.6388025757861,823.1692146100341,141333
2021-05-07,838.3845825195312,841.2481827325787,831.2897804321212,835.7774630514206,40668
2021-05-10,847.48828125,849.0269050254319,832.401097155467,839.410441213163,193170
2021-05-11,834.495361328125,846.1205767346711,829.7939790107835,846.1205767346711,62522
2021-05-12,822.39990234375,844.4964288298074,812.4842812740634,844.4964288298074,68158
2021-05-14,813.7237548828125,823.0410079055897,804.7483892473201,822.3144515565391,53084
2021-05-17,815.1768798828125,817.6130295670891,806.1160037141825,814.6212411682551,142055
2021-05-18,827.9989013671875,836.632327762908,818.5961370194051,822.3144820515121,120415
2021-05-19,835.9912109375,842.8295848510992,823.1692598495015,832.5720239807004,107752
2021-05-20,831.674560546875,841.1200547926884,825.049885318579,841.1200547926884,68534
2021-05-21,838.2564086914062,842.4448812376396,830.8623963323514,831.6744636357248,153762
2021-05-24,841.419189453125,849.4970294579762,835.9485213651784,839.0257689038574,119940
2021-05-25,848.984130859375,856.1216627546589,841.2054492377548,843.0860124964241,98624
2021-05-26,861.1649169921875,864.6268330766499,848.8130946565628,850.5226879992749,120555
2021-05-27,871.5507202148438,882.0647616737695,860.8657611489858,866.2937516580326,256298
2021-05-28,877.1495971679688,882.9194745153522,865.8235416342159,874.456966870131,61795
2021-05-31,873.4739379882812,882.0646860791086,865.9517378851148,873.6021783551417,50916
2021-06-01,880.7825317382812,882.15018557554,866.2082064109533,872.918391742419,74863
2021-06-02,869.2427368164062,880.4405520953562,849.7533314008379,880.4405520953562,118712
2021-06-03,866.6784057617188,872.5337423603719,860.609317812761,868.4734579849502,45930
2021-06-04,870.82421875,877.2351945935583,864.2850025205086,876.1666986196319,81877
2021-06-07,882.4921264648438,888.1337637679383,871.8926266056757,871.9353560057832,54118
2021-06-08,904.8450927734375,907.4094828854832,886.6806628131139,888.9885721758347,213682
2021-06-09,899.1607055664062,910.0165823525323,893.6472040236804,906.0845382443066,502878
2021-06-10,909.4610595703125,918.3937491888037,903.7339624590891,906.0846537778524,79455
2021-06-11,917.49609375,925.0183470767458,901.8105938632415,912.922951891888,94452
2021-06-14,913.9058837890625,922.4965277453656,904.1183992762265,914.6324400920388,119306
2021-06-15,911.982666015625,933.7799829630777,908.0506218667142,916.5130261465397,829673
2021-06-16,913.8632202148438,921.3854736464843,901.5114484335007,915.4873549722787,253655
2021-06-17,923.3942260742188,926.8988720201572,903.6484412294976,906.0845911952529,72852
2021-06-18,915.2735595703125,932.7541102143668,901.2976545005682,927.7535704264234,112581
2021-06-21,908.81982421875,914.2905440551957,901.8105329049085,901.8105329049085,61881
2021-06-22,902.6654052734375,916.0856730644732,900.5711948875845,906.5119908072732,80880
2021-06-23,902.8790283203125,907.5804102429271,888.1337850175665,905.9135983903027,766715
2021-06-24,923.0521850585938,925.060936411537,900.0154559954444,900.100914795406,91855
2021-06-25,931.0872802734375,942.840734580309,921.086200892255,934.9766468912849,66374
2021-06-28,944.3795776367188,947.1148857491313,924.334529406048,939.8063311290961,66641
2021-06-29,930.4888916015625,948.8242371488916,925.8301874696489,948.8242371488916,52212
2021-06-30,936.0878295898438,944.3794200478596,926.8133064195654,931.7283873620718,71650
2021-07-01,927.625244140625,939.8060958949302,924.547997198069,939.8060958949302,33775
2021-07-02,931.2583618164062,937.7121196010118,918.9065893993507,924.1636107566054,52278
2021-07-05,918.735595703125,935.8742080652356,916.3421230465967,931.2156074800339,200289
2021-07-06,897.5794067382812,920.6161383792858,895.8270315891285,920.6161383792858,101276
2021-07-07,894.0745849609375,905.4862046161865,880.5688594311667,891.6384351850414,98744
2021-07-08,905.9136352539062,908.6489431093397,893.2626016455879,894.5447967675673,92587
2021-07-09,898.904296875,913.5640829107712,896.8955452576623,906.0846108869403,45699
2021-07-12,903.0927124023438,906.0845008485418,894.202805864581,906.0845008485418,341563
2021-07-13,897.6220703125,906.2554968493364,896.0834987285352,904.545903303614,56115
2021-07-14,921.8128051757812,923.1804590608849,896.5108430928028,907.2812609127859,138750
2021-07-15,950.662109375,957.0303026405865,920.1458065487328,928.0526755130631,198703
2021-07-16,942.8409423828125,953.0985047659437,926.2578623276863,953.0985047659437,84133
2021-07-19,935.361328125,948.95261709293,928.7794349976318,942.2424835861343,320196
2021-07-20,929.1640625,941.7723144980451,927.4544690087397,940.2764201931923,71655
2021-07-22,981.6912231445312,984.8112519519618,924.8045656699135,924.890024470398,239261
2021-07-23,966.1768188476562,975.3231024347319,954.3378002542139,961.3898735189699,87052
2021-07-26,983.519287109375,999.5007184933709,980.9288190002826,992.519842667958,26049
2021-07-27,985.4071044921875,992.2563504956238,970.0403026039809,989.6220416005026,35761
2021-07-28,983.036376953125,992.4759848604461,971.4454594221218,992.2564590951597,149851
2021-07-29,990.28076171875,1001.8278388132993,979.9630503907116,995.7689060421746,105451
2021-07-30,1062.0216064453125,1086.213386424089,1031.8149496809935,1044.898598332726,937708
2021-08-02,1063.3829345703125,1069.529656735459,1050.1674390391167,1069.529656735459,70629
2021-08-03,1076.598388671875,1079.8473273865814,1062.6803682669813,1063.3828936492375,95284
2021-08-04,1068.5196533203125,1080.0667296320837,1066.1048699817043,1076.7738432612541,50794
2021-08-05,1095.740966796875,1101.6681629106595,1068.7392956118572,1072.0321823417376,232788
2021-08-06,1110.712646484375,1117.430156721241,1091.6577446624703,1095.8726824711803,90700
2021-08-09,1130.03076171875,1147.505032695692,1118.7032116851328,1119.6691035381652,194048
2021-08-10,1161.8182373046875,1167.1746449939228,1126.5623749713604,1133.323833429852,220454
2021-08-11,1161.9937744140625,1165.110975834751,1140.3923542736684,1163.4865066785826,163525
2021-08-12,1217.972900390625,1224.9098288587427,1158.920469210891,1162.6084592114173,259205
2021-08-13,1214.1968994140625,1220.2996722681357,1199.4886744528,1213.4943741517309,140069
2021-08-16,1200.8936767578125,1228.422185181143,1194.5274298201698,1215.2945878203352,123709
2021-08-17,1242.4278564453125,1254.3260868264108,1200.8057561470196,1200.8057561470196,226126
2021-08-18,1240.4962158203125,1251.165190003589,1233.164076318251,1241.6377927350231,85610
2021-08-20,1228.7734375,1247.3013897522892,1200.0595116711718,1200.0595116711718,114400
2021-08-23,1243.0426025390625,1266.7953318934153,1237.2471440970387,1242.4718141431133,186598
2021-08-24,1285.4549560546875,1287.65021347428,1243.393802457233,1246.9062143285812,156857
2021-08-25,1284.664794921875,1297.3972894716817,1273.249454980669,1283.8744807186513,134724
2021-08-26,1272.7664794921875,1288.0894427096364,1268.0686494040376,1282.0305099573907,44100
2021-08-27,1270.219970703125,1279.5716821451372,1256.9166884675938,1270.0882338116226,47600
2021-08-30,1246.3355712890625,1277.5521783117697,1243.613473209421,1272.3713487593654,128150
2021-08-31,1270.8785400390625,1276.673998516205,1235.578734423177,1256.5654179784185,669870
2021-09-01,1261.0877685546875,1286.4210211508923,1253.623892322754,1274.127577945355,55173
2021-09-02,1263.37060546875,1275.5762577780633,1248.4868035054642,1257.8824620913879,120085
2021-09-03,1265.9173583984375,1269.9126631982256,1251.9994456702184,1263.5903637401432,54326
2021-09-06,1282.2938232421875,1288.1770703259726,1261.8339809532533,1272.76632016681,220012
2021-09-07,1260.5606689453125,1293.0943172819402,1258.3214636600294,1291.5137963661193,46082
2021-09-08,1253.5360107421875,1267.6734479449042,1246.9062900562574,1261.9218302801403,63548
2021-09-09,1258.8046875,1262.4487294553194,1241.6377297604952,1255.6873787535417,47019
2021-09-13,1254.4141845703125,1264.4684218540674,1247.3014639451305,1258.3217003589434,55229
2021-09-14,1273.820068359375,1278.9130011652046,1254.9846957306713,1263.5901475337068,43182
2021-09-15,1286.11376953125,1299.5926311254664,1262.7122997016356,1272.3714341221626,121006
2021-09-16,1271.1859130859375,1288.967500006719,1264.4684032555792,1287.1235050233677,92141
2021-09-17,1275.31298828125,1292.3042614609224,1261.8341274256575,1273.2494674789166,119962
2021-09-20,1256.3460693359375,1311.0519379116158,1251.6482389683429,1262.8878948620809,137127
2021-09-21,1282.074462890625,1287.6503960891093,1247.1259169381801,1257.7509429177908,62761
2021-09-22,1329.4918212890625,1341.3462111761698,1279.922845187681,1283.0839943861824,172750
2021-09-23,1335.770263671875,1343.7171388345223,1320.710882715407,1334.7165829298963,676987
2021-09-24,1329.7991943359375,1358.4253304761057,1325.9355197278082,1347.6685688094396,104827
2021-09-27,1285.93798828125,1336.4728624545232,1282.0304725253638,1333.8385532644027,77320
2021-09-28,1242.07666015625,1286.464808490766,1237.0715160667369,1285.937860952666,232166
2021-09-29,1225.3927001953125,1237.0715126254277,1205.6353832806622,1225.9195405416424,404349
2021-09-30,1212.6162109375,1230.4856915013606,1209.191695227071,1229.0806410464868,204242
2021-10-01,1204.406005859375,1215.1627671851213,1198.6105477260132,1204.8890053664484,244615
2021-10-04,1228.5101318359375,1233.7348021790037,1204.8891380287535,1216.4362147327622,181676
2021-10-05,1240.4962158203125,1247.0819891198264,1212.6603902171619,1228.4662461359953,107250
2021-10-06,1218.2359619140625,1252.7892874648005,1211.7819274342637,1245.2376244275433,202168
2021-10-07,1244.4915771484375,1249.3650920677278,1207.9625108395437,1232.8567114598034,210043
2021-10-08,1264.4683837890625,1270.6151050991482,1246.5990082756616,1249.3650543032627,166522
2021-10-11,1229.56396484375,1259.3316837702664,1212.7922157204762,1251.2970183198313,777265
2021-10-12,1206.90869140625,1231.100473253949,1195.0982482871789,1229.6955298152598,163287
2021-10-13,1232.1103515625,1238.169284220218,1210.0260377803327,1218.8948574029234,62439
2021-10-14,1255.90673828125,1281.1521979740212,1239.0032565739164,1251.2966978156135,274427
2021-10-18,1298.0997314453125,1305.9147625355636,1248.13564839622,1256.389838184786,104528
2021-10-19,1351.6201171875,1377.9632086382878,1297.8363054754752,1314.5202633943074,294107
2021-10-20,1351.5323486328125,1383.846476983904,1330.8969266862339,1353.156817858629,813269
2021-10-21,1338.4046630859375,1356.186250342027,1296.73871508298,1354.0349406859355,133458
2021-10-22,1332.9603271484375,1371.5090695099614,1303.1926146100259,1342.619459953861,125560
2021-10-25,1338.580322265625,1356.4496980473475,1302.6219377474947,1347.8881932368852,248842
2021-10-26,1372.38720703125,1430.781056824549,1355.1324615565218,1378.3582431470566,806721
2021-10-27,1377.041015625,1393.3738163932608,1341.3022681166065,1372.4749231202984,110338
2021-10-28,1345.956298828125,1388.8076601992611,1339.1070526662345,1384.0658826402835,96345
2021-10-29,1298.494873046875,1354.2983642287509,1289.4065280024117,1346.0441741978627,97011
2021-11-01,1337.0435791015625,1343.146352188241,1300.4705670374967,1300.4705670374967,104439
2021-11-02,1308.7247314453125,1338.2289707803614,1306.70505167103,1338.2289707803614,66101
2021-11-03,1314.87158203125,1349.8200205296737,1311.5786954597097,1318.032731701865,64735
2021-11-04,1322.24755859375,1331.291955304861,1317.9008843693491,1324.1793423443887,7855
2021-11-08,1380.552978515625,1386.584542625124,1334.9174710704056,1335.7600666956546,74727
2021-11-09,1382.9033203125,1394.3454900730471,1377.270966737229,1381.9276549197248,79700
2021-11-10,1388.4915771484375,1395.2326669165675,1373.7675922739827,1374.8319349781816,37942
2021-11-11,1351.060546875,1380.8190479060277,1343.9646404139444,1380.8190479060277,61515
2021-11-12,1405.9208984375,1409.4688517642153,1358.2895600613815,1368.1351088880278,192644
2021-11-15,1398.337158203125,1420.6449372503178,1396.0752945611337,1405.9209520380875,174431
2021-11-16,1420.1126708984375,1423.6162313978207,1398.337064672065,1404.9894769683165,106735
2021-11-17,1435.058349609375,1441.1341976289584,1414.7019037639184,1419.7134091650842,93257
2021-11-18,1389.289794921875,1440.6020455842906,1384.5000365250728,1439.9810888194634,211846
2021-11-22,1364.808837890625,1402.7275872708328,1349.1091884747598,1397.006556112917,92249
2021-11-23,1384.633056640625,1387.2052359562083,1336.8686525626497,1356.2050398017786,84320
2021-11-24,1365.69580078125,1389.9106239468392,1359.2208513525854,1384.6330870318718,118582
2021-11-25,1382.6373291015625,1387.2940174197597,1358.8660006625062,1362.413953666847,56532
2021-11-26,1348.5771484375,1375.5416167211322,1336.2479883569138,1375.5416167211322,50633
2021-11-29,1365.2080078125,1371.1507858696805,1311.9887119872387,1330.5710728029187,122092
2021-11-30,1366.9376220703125,1414.1697481674978,1353.145019226613,1365.074968329918,223975
2021-12-01,1408.847900390625,1413.593266328386,1374.7875266680494,1374.8319193947814,152482
2021-12-02,1445.4805908203125,1447.564991794439,1401.4415974480476,1414.2142513835759,128499
2021-12-03,1412.8837890625,1451.9999543261315,1409.7793297832445,1441.1787395769907,90269
2021-12-06,1376.6502685546875,1436.0340934062606,1372.3482885727697,1426.277221863661,163758
2021-12-07,1398.337158203125,1402.3286058478532,1362.9463007648785,1383.6574574442013,97922
2021-12-08,1425.035400390625,1431.5547428287748,1405.83208178102,1405.83208178102,193706
2021-12-09,1429.204345703125,1435.1471242301948,1405.8765092119029,1422.9066419125681,50142
2021-12-10,1421.487548828125,1427.4304359085543,1400.9094618278532,1420.0683890824075,53554
2021-12-13,1452.75390625,1468.2319185495498,1417.052623716083,1424.5033478129337,132512
2021-12-14,1457.454833984375,1474.7953901319336,1443.129951410348,1450.1814650233673,95588
2021-12-15,1456.434814453125,1459.6279507348186,1433.594865322694,1450.2258962429107,75456
2021-12-16,1465.8369140625,1478.5208906780326,1456.5235364605192,1462.643777682524,125392
2021-12-17,1456.3460693359375,1485.6166823900037,1443.174315116595,1472.4005354469684,141635
